Date,State,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
30-01-2020,Kerala,1,0,0,0,0,0
31-01-2020,Kerala,1,0,0,0,0,0
01-02-2020,Kerala,2,0,0,1,0,0
02-02-2020,Kerala,3,0,0,1,0,0
03-02-2020,Kerala,3,0,0,0,0,0
04-02-2020,Kerala,3,0,0,0,0,0
05-02-2020,Kerala,3,0,0,0,0,0
06-02-2020,Kerala,3,0,0,0,0,0
07-02-2020,Kerala,3,0,0,0,0,0
08-02-2020,Kerala,3,0,0,0,0,0
09-02-2020,Kerala,3,0,0,0,0,0
10-02-2020,Kerala,3,0,0,0,0,0
11-02-2020,Kerala,3,0,0,0,0,0
12-02-2020,Kerala,3,0,0,0,0,0
13-02-2020,Kerala,3,0,0,0,0,0
14-02-2020,Kerala,3,0,0,0,0,0
15-02-2020,Kerala,3,0,0,0,0,0
16-02-2020,Kerala,3,0,0,0,0,0
17-02-2020,Kerala,3,0,0,0,0,0
18-02-2020,Kerala,3,0,0,0,0,0
19-02-2020,Kerala,3,0,0,0,0,0
20-02-2020,Kerala,3,0,0,0,0,0
21-02-2020,Kerala,3,0,0,0,0,0
22-02-2020,Kerala,3,0,0,0,0,0
23-02-2020,Kerala,3,0,0,0,0,0
24-02-2020,Kerala,3,0,0,0,0,0
25-02-2020,Kerala,3,0,0,0,0,0
26-02-2020,Kerala,3,0,0,0,0,0
27-02-2020,Kerala,3,0,0,0,0,0
28-02-2020,Kerala,3,0,0,0,0,0
29-02-2020,Kerala,3,0,0,0,0,0
01-03-2020,Kerala,3,0,0,0,0,0
02-03-2020,Delhi,1,0,0,0,0,0
02-03-2020,Kerala,3,0,0,0,0,0
02-03-2020,Telengana,1,0,0,0,0,0
03-03-2020,Delhi,1,0,0,0,0,0
03-03-2020,Kerala,3,0,3,0,0,3
03-03-2020,Telengana,1,0,0,0,0,0
04-03-2020,Delhi,1,0,0,0,0,0
04-03-2020,Haryana,14,0,0,0,0,0
04-03-2020,Kerala,3,0,3,0,0,0
04-03-2020,Rajasthan,1,0,0,0,0,0
04-03-2020,Telengana,1,0,0,0,0,0
04-03-2020,Uttar Pradesh,6,0,0,0,0,0
05-03-2020,Delhi,2,0,0,1,0,0
05-03-2020,Haryana,14,0,0,0,0,0
05-03-2020,Kerala,3,0,3,0,0,0
05-03-2020,Rajasthan,1,0,0,0,0,0
05-03-2020,Telengana,1,0,0,0,0,0
05-03-2020,Uttar Pradesh,7,0,0,1,0,0
06-03-2020,Delhi,3,0,0,1,0,0
06-03-2020,Haryana,14,0,0,0,0,0
06-03-2020,Kerala,3,0,3,0,0,0
06-03-2020,Rajasthan,1,0,0,0,0,0
06-03-2020,Telengana,1,0,0,0,0,0
06-03-2020,Uttar Pradesh,7,0,0,0,0,0
07-03-2020,Delhi,3,0,0,0,0,0
07-03-2020,Haryana,14,0,0,0,0,0
07-03-2020,Kerala,3,0,3,0,0,0
07-03-2020,Rajasthan,1,0,0,0,0,0
07-03-2020,Tamil Nadu,1,0,0,0,0,0
07-03-2020,Telengana,1,0,0,0,0,0
07-03-2020,Union Territory of Ladakh,2,0,0,0,0,0
07-03-2020,Uttar Pradesh,7,0,0,0,0,0
08-03-2020,Delhi,3,0,0,0,0,0
08-03-2020,Haryana,14,0,0,0,0,0
08-03-2020,Kerala,8,0,3,5,0,0
08-03-2020,Rajasthan,1,0,0,0,0,0
08-03-2020,Tamil Nadu,1,0,0,0,0,0
08-03-2020,Telengana,1,0,0,0,0,0
08-03-2020,Union Territory of Ladakh,2,0,0,0,0,0
08-03-2020,Uttar Pradesh,7,0,0,0,0,0
09-03-2020,Delhi,4,0,0,1,0,0
09-03-2020,Haryana,14,0,0,0,0,0
09-03-2020,Karnataka,1,0,0,0,0,0
09-03-2020,Kerala,9,0,3,1,0,0
09-03-2020,Maharashtra,2,0,0,0,0,0
09-03-2020,Punjab,1,0,0,0,0,0
09-03-2020,Rajasthan,1,0,0,0,0,0
09-03-2020,Tamil Nadu,1,0,0,0,0,0
09-03-2020,Telengana,1,0,0,0,0,0
09-03-2020,Union Territory of Jammu and Kashmir,1,0,0,0,0,0
09-03-2020,Union Territory of Ladakh,2,0,0,0,0,0
09-03-2020,Uttar Pradesh,7,0,0,0,0,0
10-03-2020,Delhi,4,0,0,0,0,0
10-03-2020,Haryana,14,0,0,0,0,0
10-03-2020,Karnataka,4,0,0,3,0,0
10-03-2020,Kerala,15,0,3,6,0,0
10-03-2020,Maharashtra,5,0,0,3,0,0
10-03-2020,Punjab,1,0,0,0,0,0
10-03-2020,Rajasthan,1,0,0,0,0,0
10-03-2020,Tamil Nadu,1,0,0,0,0,0
10-03-2020,Telengana,1,0,0,0,0,0
10-03-2020,Union Territory of Jammu and Kashmir,1,0,0,0,0,0
10-03-2020,Union Territory of Ladakh,2,0,0,0,0,0
10-03-2020,Uttar Pradesh,7,0,0,0,0,0
11-03-2020,Delhi,5,0,0,1,0,0
11-03-2020,Haryana,14,0,0,0,0,0
11-03-2020,Karnataka,4,0,0,0,0,0
11-03-2020,Kerala,17,0,3,2,0,0
11-03-2020,Maharashtra,10,0,0,5,0,0
11-03-2020,Punjab,1,0,0,0,0,0
11-03-2020,Rajasthan,3,0,0,2,0,0
11-03-2020,Tamil Nadu,1,0,0,0,0,0
11-03-2020,Telengana,1,0,0,0,0,0
11-03-2020,Union Territory of Jammu and Kashmir,1,0,0,0,0,0
11-03-2020,Union Territory of Ladakh,2,0,0,0,0,0
11-03-2020,Uttar Pradesh,9,0,0,2,0,0
12-03-2020,Andhra Pradesh,1,0,0,0,0,0
12-03-2020,Delhi,6,0,0,1,0,0
12-03-2020,Haryana,14,0,0,0,0,0
12-03-2020,Karnataka,4,1,0,0,0,0
12-03-2020,Kerala,17,0,3,0,0,0
12-03-2020,Maharashtra,11,0,0,1,0,0
12-03-2020,Punjab,1,0,0,0,0,0
12-03-2020,Rajasthan,3,0,0,0,0,0
12-03-2020,Tamil Nadu,1,0,0,0,0,0
12-03-2020,Telengana,1,0,0,0,0,0
12-03-2020,Union Territory of Jammu and Kashmir,1,0,0,0,0,0
12-03-2020,Union Territory of Ladakh,3,0,0,1,0,0
12-03-2020,Uttar Pradesh,11,0,0,2,0,0
13-03-2020,Andhra Pradesh,1,0,0,0,0,0
13-03-2020,Delhi,6,0,0,0,0,0
13-03-2020,Haryana,14,0,0,0,0,0
13-03-2020,Karnataka,5,1,0,1,0,0
13-03-2020,Kerala,17,0,3,0,0,0
13-03-2020,Maharashtra,11,0,0,0,0,0
13-03-2020,Punjab,1,0,0,0,0,0
13-03-2020,Rajasthan,3,0,0,0,0,0
13-03-2020,Tamil Nadu,1,0,0,0,0,0
13-03-2020,Telengana,1,0,0,0,0,0
13-03-2020,Union Territory of Jammu and Kashmir,1,0,0,0,0,0
13-03-2020,Union Territory of Ladakh,3,0,0,0,0,0
13-03-2020,Uttar Pradesh,11,0,0,0,0,0
14-03-2020,Andhra Pradesh,1,0,0,0,0,0
14-03-2020,Delhi,7,1,1,1,0,1
14-03-2020,Haryana,14,0,0,0,0,0
14-03-2020,Karnataka,6,1,0,1,0,0
14-03-2020,Kerala,19,0,3,2,0,0
14-03-2020,Maharashtra,14,0,0,3,0,0
14-03-2020,Punjab,1,0,0,0,0,0
14-03-2020,Rajasthan,3,0,1,0,0,1
14-03-2020,Tamil Nadu,1,0,0,0,0,0
14-03-2020,Telengana,1,0,0,0,0,0
14-03-2020,Union Territory of Jammu and Kashmir,2,0,0,1,0,0
14-03-2020,Union Territory of Ladakh,3,0,0,0,0,0
14-03-2020,Uttar Pradesh,12,0,5,1,0,5
15-03-2020,Andhra Pradesh,1,0,0,0,0,0
15-03-2020,Delhi,7,1,2,0,0,1
15-03-2020,Haryana,14,0,0,0,0,0
15-03-2020,Karnataka,6,1,0,0,0,0
15-03-2020,Kerala,23,0,3,4,0,0
15-03-2020,Maharashtra,32,0,0,18,0,0
15-03-2020,Punjab,1,0,0,0,0,0
15-03-2020,Rajasthan,4,0,3,1,0,2
15-03-2020,Tamil Nadu,1,0,0,0,0,0
15-03-2020,Telengana,3,0,1,2,0,1
15-03-2020,Union Territory of Jammu and Kashmir,2,0,0,0,0,0
15-03-2020,Union Territory of Ladakh,3,0,0,0,0,0
15-03-2020,Uttar Pradesh,13,0,4,1,0,-1
15-03-2020,Uttarakhand,1,0,0,0,0,0
16-03-2020,Andhra Pradesh,1,0,0,0,0,0
16-03-2020,Delhi,7,1,2,0,0,0
16-03-2020,Haryana,14,0,0,0,0,0
16-03-2020,Karnataka,6,1,0,0,0,0
16-03-2020,Kerala,23,0,3,0,0,0
16-03-2020,Maharashtra,32,0,0,0,0,0
16-03-2020,Odisha,1,0,0,0,0,0
16-03-2020,Punjab,1,0,0,0,0,0
16-03-2020,Rajasthan,4,0,3,0,0,0
16-03-2020,Tamil Nadu,1,0,0,0,0,0
16-03-2020,Telengana,3,0,1,0,0,0
16-03-2020,Union Territory of Jammu and Kashmir,3,0,0,1,0,0
16-03-2020,Union Territory of Ladakh,4,0,0,1,0,0
16-03-2020,Uttar Pradesh,13,0,4,0,0,0
16-03-2020,Uttarakhand,1,0,0,0,0,0
17-03-2020,Andhra Pradesh,1,0,0,0,0,0
17-03-2020,Delhi,8,1,2,1,0,0
17-03-2020,Haryana,15,0,0,1,0,0
17-03-2020,Karnataka,11,1,0,5,0,0
17-03-2020,Kerala,26,0,3,3,0,0
17-03-2020,Maharashtra,39,1,0,7,0,0
17-03-2020,Odisha,1,0,0,0,0,0
17-03-2020,Punjab,1,0,0,0,0,0
17-03-2020,Rajasthan,4,0,3,0,0,0
17-03-2020,Tamil Nadu,1,0,0,0,0,0
17-03-2020,Telengana,5,0,1,2,0,0
17-03-2020,Union Territory of Jammu and Kashmir,3,0,0,0,0,0
17-03-2020,Union Territory of Ladakh,6,0,0,2,0,0
17-03-2020,Uttar Pradesh,15,0,5,2,0,1
17-03-2020,Uttarakhand,1,0,0,0,0,0
18-03-2020,Andhra Pradesh,1,0,0,0,0,0
18-03-2020,Delhi,10,1,2,2,0,0
18-03-2020,Haryana,17,0,0,2,0,0
18-03-2020,Karnataka,11,1,0,0,0,0
18-03-2020,Kerala,27,0,3,1,0,0
18-03-2020,Maharashtra,42,1,0,3,0,0
18-03-2020,Odisha,1,0,0,0,0,0
18-03-2020,Puducherry,1,0,0,0,0,0
18-03-2020,Punjab,1,0,0,0,0,0
18-03-2020,Rajasthan,4,0,3,0,0,0
18-03-2020,Tamil Nadu,1,0,0,0,0,0
18-03-2020,Telengana,6,0,1,1,0,0
18-03-2020,Union Territory of Jammu and Kashmir,3,0,0,0,0,0
18-03-2020,Union Territory of Ladakh,8,0,0,2,0,0
18-03-2020,Uttar Pradesh,16,0,5,1,0,0
18-03-2020,Uttarakhand,1,0,0,0,0,0
18-03-2020,West Bengal,1,0,0,0,0,0
19-03-2020,Andhra Pradesh,2,0,0,1,0,0
19-03-2020,Chhattisgarh,1,0,0,0,0,0
19-03-2020,Delhi,12,1,3,2,0,1
19-03-2020,Haryana,17,0,0,0,0,0
19-03-2020,Karnataka,14,1,0,3,0,0
19-03-2020,Kerala,27,0,3,0,0,0
19-03-2020,Maharashtra,47,1,0,5,0,0
19-03-2020,Odisha,1,0,0,0,0,0
19-03-2020,Puducherry,1,0,0,0,0,0
19-03-2020,Punjab,2,1,0,1,0,0
19-03-2020,Rajasthan,7,0,3,3,0,0
19-03-2020,Tamil Nadu,2,0,1,1,0,1
19-03-2020,Telengana,6,0,1,0,0,0
19-03-2020,Union Territory of Chandigarh,1,0,0,0,0,0
19-03-2020,Union Territory of Jammu and Kashmir,4,0,0,1,0,0
19-03-2020,Union Territory of Ladakh,8,0,0,0,0,0
19-03-2020,Uttar Pradesh,19,0,9,3,0,4
19-03-2020,Uttarakhand,1,0,0,0,0,0
19-03-2020,West Bengal,1,0,0,0,0,0
20-03-2020,Andhra Pradesh,2,0,0,0,0,0
20-03-2020,Chhattisgarh,1,0,0,0,0,0
20-03-2020,Delhi,17,1,3,5,0,0
20-03-2020,Gujarat,2,0,0,0,0,0
20-03-2020,Haryana,17,0,0,0,0,0
20-03-2020,Karnataka,15,1,0,1,0,0
20-03-2020,Kerala,28,0,3,1,0,0
20-03-2020,Maharashtra,47,1,0,0,0,0
20-03-2020,Odisha,1,0,0,0,0,0
20-03-2020,Puducherry,1,0,0,0,0,0
20-03-2020,Punjab,2,1,0,0,0,0
20-03-2020,Rajasthan,7,0,3,0,0,0
20-03-2020,Tamil Nadu,3,0,1,1,0,0
20-03-2020,Telengana,16,0,1,10,0,0
20-03-2020,Union Territory of Chandigarh,1,0,0,0,0,0
20-03-2020,Union Territory of Jammu and Kashmir,4,0,0,0,0,0
20-03-2020,Union Territory of Ladakh,10,0,0,2,0,0
20-03-2020,Uttar Pradesh,19,0,9,0,0,0
20-03-2020,Uttarakhand,1,0,0,0,0,0
20-03-2020,West Bengal,1,0,0,0,0,0
21-03-2020,Andhra Pradesh,3,0,0,1,0,0
21-03-2020,Chandigarh,1,0,0,0,0,0
21-03-2020,Chhattisgarh,1,0,0,0,0,0
21-03-2020,Delhi,26,1,5,9,0,2
21-03-2020,Gujarat,7,0,0,5,0,0
21-03-2020,Haryana,17,0,0,0,0,0
21-03-2020,Himachal Pradesh,2,0,0,0,0,0
21-03-2020,Jammu and Kashmir,4,0,0,0,0,0
21-03-2020,Karnataka,15,1,1,0,0,1
21-03-2020,Kerala,40,0,3,12,0,0
21-03-2020,Ladakh,13,0,0,0,0,0
21-03-2020,Madhya Pradesh,4,0,0,0,0,0
21-03-2020,Maharashtra,63,1,0,16,0,0
21-03-2020,Odisha,2,0,0,1,0,0
21-03-2020,Puducherry,1,0,0,0,0,0
21-03-2020,Punjab,13,1,0,11,0,0
21-03-2020,Rajasthan,17,0,3,10,0,0
21-03-2020,Tamil Nadu,3,0,1,0,0,0
21-03-2020,Telengana,21,0,1,5,0,0
21-03-2020,Uttar Pradesh,24,0,9,5,0,0
21-03-2020,Uttarakhand,3,0,0,2,0,0
21-03-2020,West Bengal,3,0,0,2,0,0
22-03-2020,Andhra Pradesh,5,0,0,2,0,0
22-03-2020,Bihar,2,1,0,0,0,0
22-03-2020,Chandigarh,5,0,0,4,0,0
22-03-2020,Chhattisgarh,1,0,0,0,0,0
22-03-2020,Delhi,29,1,5,3,0,0
22-03-2020,Gujarat,18,1,0,11,0,0
22-03-2020,Haryana,21,0,0,4,0,0
22-03-2020,Himachal Pradesh,2,0,0,0,0,0
22-03-2020,Jammu and Kashmir,4,0,0,0,0,0
22-03-2020,Karnataka,26,1,2,11,0,1
22-03-2020,Kerala,52,0,3,12,0,0
22-03-2020,Ladakh,13,0,0,0,0,0
22-03-2020,Madhya Pradesh,4,0,0,0,0,0
22-03-2020,Maharashtra,67,2,0,4,0,0
22-03-2020,Odisha,2,0,0,0,0,0
22-03-2020,Puducherry,1,0,0,0,0,0
22-03-2020,Punjab,21,1,0,8,0,0
22-03-2020,Rajasthan,24,0,3,7,0,0
22-03-2020,Tamil Nadu,7,0,1,4,0,0
22-03-2020,Telengana,22,0,1,1,0,0
22-03-2020,Uttar Pradesh,27,0,9,3,0,0
22-03-2020,Uttarakhand,3,0,0,0,0,0
22-03-2020,West Bengal,4,0,0,1,0,0
23-03-2020,Andhra Pradesh,7,0,0,2,0,0
23-03-2020,Bihar,2,1,0,0,0,0
23-03-2020,Chandigarh,6,0,0,1,0,0
23-03-2020,Chhattisgarh,1,0,0,0,0,0
23-03-2020,Delhi,29,1,5,0,0,0
23-03-2020,Gujarat,29,1,0,11,0,0
23-03-2020,Haryana,26,0,11,5,0,11
23-03-2020,Himachal Pradesh,2,0,0,0,0,0
23-03-2020,Jammu and Kashmir,4,0,0,0,0,0
23-03-2020,Karnataka,33,1,2,7,0,0
23-03-2020,Kerala,67,0,3,15,0,0
23-03-2020,Ladakh,13,0,0,0,0,0
23-03-2020,Madhya Pradesh,6,0,0,2,0,0
23-03-2020,Maharashtra,74,2,0,7,0,0
23-03-2020,Odisha,2,0,0,0,0,0
23-03-2020,Puducherry,1,0,0,0,0,0
23-03-2020,Punjab,21,1,0,0,0,0
23-03-2020,Rajasthan,28,0,3,4,0,0
23-03-2020,Tamil Nadu,9,0,1,2,0,0
23-03-2020,Telengana,32,0,1,10,0,0
23-03-2020,Uttar Pradesh,31,0,9,4,0,0
23-03-2020,Uttarakhand,3,0,0,0,0,0
23-03-2020,West Bengal,7,1,0,3,0,0
24-03-2020,Andhra Pradesh,8,0,0,1,0,0
24-03-2020,Bihar,3,1,0,1,0,0
24-03-2020,Chandigarh,7,0,0,1,0,0
24-03-2020,Chhattisgarh,1,0,0,0,0,0
24-03-2020,Delhi,30,2,6,1,0,1
24-03-2020,Gujarat,33,1,0,4,0,0
24-03-2020,Haryana,28,0,11,2,0,0
24-03-2020,Himachal Pradesh,3,1,0,1,0,0
24-03-2020,Jammu and Kashmir,4,0,0,0,0,0
24-03-2020,Karnataka,37,1,3,4,0,1
24-03-2020,Kerala,95,0,4,28,0,1
24-03-2020,Ladakh,13,0,0,0,0,0
24-03-2020,Madhya Pradesh,7,0,0,1,0,0
24-03-2020,Maharashtra,89,2,0,15,0,0
24-03-2020,Manipur,1,0,0,0,0,0
24-03-2020,Odisha,2,0,0,0,0,0
24-03-2020,Puducherry,1,0,0,0,0,0
24-03-2020,Punjab,29,1,0,8,0,0
24-03-2020,Rajasthan,32,0,3,4,0,0
24-03-2020,Tamil Nadu,15,0,1,6,0,0
24-03-2020,Telengana,35,0,1,3,0,0
24-03-2020,Uttar Pradesh,33,0,11,2,0,2
24-03-2020,Uttarakhand,4,0,0,1,0,0
24-03-2020,West Bengal,9,1,0,2,0,0
25-03-2020,Andhra Pradesh,9,0,1,1,0,1
25-03-2020,Bihar,4,1,0,1,0,0
25-03-2020,Chandigarh,7,0,0,0,0,0
25-03-2020,Chhattisgarh,1,0,0,0,0,0
25-03-2020,Delhi,31,1,6,1,0,0
25-03-2020,Gujarat,38,1,0,5,0,0
25-03-2020,Haryana,28,0,11,0,0,0
25-03-2020,Himachal Pradesh,3,1,0,0,0,0
25-03-2020,Jammu and Kashmir,7,0,1,3,0,1
25-03-2020,Karnataka,41,1,3,4,0,0
25-03-2020,Kerala,109,0,4,14,0,0
25-03-2020,Ladakh,13,0,0,0,0,0
25-03-2020,Madhya Pradesh,14,0,0,7,0,0
25-03-2020,Maharashtra,128,3,1,39,0,1
25-03-2020,Manipur,1,0,0,0,0,0
25-03-2020,Mizoram,1,0,0,0,0,0
25-03-2020,Odisha,2,0,0,0,0,0
25-03-2020,Puducherry,1,0,0,0,0,0
25-03-2020,Punjab,29,1,0,0,0,0
25-03-2020,Rajasthan,36,0,3,4,0,0
25-03-2020,Tamil Nadu,18,0,1,3,0,0
25-03-2020,Telengana,35,0,1,0,0,0
25-03-2020,Uttar Pradesh,37,0,11,4,0,0
25-03-2020,Uttarakhand,4,0,0,0,0,0
25-03-2020,West Bengal,9,1,0,0,0,0
26-03-2020,Andaman and Nicobar Islands,1,0,0,0,0,0
26-03-2020,Andhra Pradesh,11,0,1,2,0,0
26-03-2020,Bihar,6,1,0,2,0,0
26-03-2020,Chandigarh,7,0,0,0,0,0
26-03-2020,Chhattisgarh,6,0,0,5,0,0
26-03-2020,Delhi,36,1,6,5,0,0
26-03-2020,Goa,3,0,0,0,0,0
26-03-2020,Gujarat,43,3,0,5,0,0
26-03-2020,Haryana,30,0,11,2,0,0
26-03-2020,Himachal Pradesh,3,1,0,0,0,0
26-03-2020,Jammu and Kashmir,13,1,1,6,0,0
26-03-2020,Karnataka,55,2,3,14,0,0
26-03-2020,Kerala,118,0,6,9,0,2
26-03-2020,Ladakh,13,0,0,0,0,0
26-03-2020,Madhya Pradesh,20,1,0,6,0,0
26-03-2020,Maharashtra,124,3,1,0,0,0
26-03-2020,Manipur,1,0,0,0,0,0
26-03-2020,Mizoram,1,0,0,0,0,0
26-03-2020,Odisha,2,0,0,0,0,0
26-03-2020,Puducherry,1,0,0,0,0,0
26-03-2020,Punjab,33,1,0,4,0,0
26-03-2020,Rajasthan,41,0,3,5,0,0
26-03-2020,Tamil Nadu,26,1,1,8,0,0
26-03-2020,Telengana,44,0,1,9,0,0
26-03-2020,Uttar Pradesh,41,0,11,4,0,0
26-03-2020,Uttarakhand,5,0,0,1,0,0
26-03-2020,West Bengal,10,1,0,1,0,0
27-03-2020,Andaman and Nicobar Islands,1,0,0,0,0,0
27-03-2020,Andhra Pradesh,12,0,1,1,0,0
27-03-2020,Bihar,6,1,0,0,0,0
27-03-2020,Chandigarh,7,0,0,0,0,0
27-03-2020,Chhattisgarh,6,0,0,0,0,0
27-03-2020,Delhi,36,1,6,0,0,0
27-03-2020,Goa,3,0,0,0,0,0
27-03-2020,Gujarat,43,3,0,0,0,0
27-03-2020,Haryana,30,0,11,0,0,0
27-03-2020,Himachal Pradesh,3,1,0,0,0,0
27-03-2020,Jammu and Kashmir,13,1,1,0,0,0
27-03-2020,Karnataka,55,2,3,0,0,0
27-03-2020,Kerala,137,0,11,19,0,5
27-03-2020,Ladakh,13,0,3,0,0,3
27-03-2020,Madhya Pradesh,20,1,0,0,0,0
27-03-2020,Maharashtra,130,4,15,6,0,14
27-03-2020,Manipur,1,0,0,0,0,0
27-03-2020,Mizoram,1,0,0,0,0,0
27-03-2020,Odisha,2,0,0,0,0,0
27-03-2020,Puducherry,1,0,0,0,0,0
27-03-2020,Punjab,33,1,0,0,0,0
27-03-2020,Rajasthan,41,0,3,0,0,0
27-03-2020,Tamil Nadu,29,1,1,3,0,0
27-03-2020,Telengana,45,0,1,1,0,0
27-03-2020,Uttar Pradesh,41,0,11,0,0,0
27-03-2020,Uttarakhand,5,0,0,0,0,0
27-03-2020,West Bengal,10,1,0,0,0,0
28-03-2020,Andaman and Nicobar Islands,6,0,0,5,0,0
28-03-2020,Andhra Pradesh,14,0,1,2,0,0
28-03-2020,Bihar,9,1,0,3,0,0
28-03-2020,Chandigarh,8,0,0,1,0,0
28-03-2020,Chhattisgarh,6,0,0,0,0,0
28-03-2020,Delhi,39,1,6,3,0,0
28-03-2020,Goa,3,0,0,0,0,0
28-03-2020,Gujarat,45,3,0,2,0,0
28-03-2020,Haryana,33,0,12,3,0,1
28-03-2020,Himachal Pradesh,3,1,0,0,0,0
28-03-2020,Jammu and Kashmir,20,1,1,7,0,0
28-03-2020,Karnataka,55,2,3,0,0,0
28-03-2020,Kerala,176,0,11,39,0,0
28-03-2020,Ladakh,13,0,3,0,0,0
28-03-2020,Madhya Pradesh,30,2,0,10,0,0
28-03-2020,Maharashtra,180,5,25,50,0,10
28-03-2020,Manipur,1,0,0,0,0,0
28-03-2020,Mizoram,1,0,0,0,0,0
28-03-2020,Odisha,3,0,0,1,0,0
28-03-2020,Puducherry,1,0,0,0,0,0
28-03-2020,Punjab,38,1,1,5,0,1
28-03-2020,Rajasthan,54,0,3,13,0,0
28-03-2020,Tamil Nadu,40,1,2,11,0,1
28-03-2020,Telengana,56,0,1,11,0,0
28-03-2020,Uttar Pradesh,55,0,11,14,0,0
28-03-2020,Uttarakhand,5,0,0,0,0,0
28-03-2020,West Bengal,15,1,0,5,0,0
29-03-2020,Andaman and Nicobar Islands,9,0,0,3,0,0
29-03-2020,Andhra Pradesh,14,0,1,0,0,0
29-03-2020,Bihar,9,1,0,0,0,0
29-03-2020,Chandigarh,8,0,0,0,0,0
29-03-2020,Chhattisgarh,6,0,0,0,0,0
29-03-2020,Delhi,39,2,6,0,0,0
29-03-2020,Goa,3,0,0,0,0,0
29-03-2020,Gujarat,53,4,0,8,0,0
29-03-2020,Haryana,33,0,12,0,0,0
29-03-2020,Himachal Pradesh,3,1,0,0,0,0
29-03-2020,Jammu and Kashmir,31,1,1,11,0,0
29-03-2020,Karnataka,76,3,5,21,0,2
29-03-2020,Kerala,182,1,15,6,0,4
29-03-2020,Ladakh,13,0,3,0,0,0
29-03-2020,Madhya Pradesh,30,2,0,0,0,0
29-03-2020,Maharashtra,186,6,25,6,0,0
29-03-2020,Manipur,1,0,0,0,0,0
29-03-2020,Mizoram,1,0,0,0,0,0
29-03-2020,Odisha,3,0,0,0,0,0
29-03-2020,Puducherry,1,0,0,0,0,0
29-03-2020,Punjab,38,1,1,0,0,0
29-03-2020,Rajasthan,54,0,3,0,0,0
29-03-2020,Tamil Nadu,42,1,2,2,0,0
29-03-2020,Telengana,66,1,1,10,0,0
29-03-2020,Uttar Pradesh,55,0,11,0,0,0
29-03-2020,Uttarakhand,6,0,1,1,0,1
29-03-2020,West Bengal,18,1,0,3,0,0
30-03-2020,Andaman and Nicobar Islands,9,0,0,0,0,0
30-03-2020,Andhra Pradesh,19,0,1,5,0,0
30-03-2020,Bihar,11,1,0,2,0,0
30-03-2020,Chandigarh,8,0,0,0,0,0
30-03-2020,Chhattisgarh,7,0,0,1,0,0
30-03-2020,Delhi,53,2,6,14,0,0
30-03-2020,Goa,5,0,0,2,0,0
30-03-2020,Gujarat,58,5,1,5,0,1
30-03-2020,Haryana,33,0,17,0,0,5
30-03-2020,Himachal Pradesh,3,1,0,0,0,0
30-03-2020,Jammu and Kashmir,31,2,1,0,0,0
30-03-2020,Karnataka,80,3,5,4,0,0
30-03-2020,Kerala,194,1,19,12,0,4
30-03-2020,Ladakh,13,0,3,0,0,0
30-03-2020,Madhya Pradesh,33,2,0,3,0,0
30-03-2020,Maharashtra,193,8,25,7,0,0
30-03-2020,Manipur,1,0,0,0,0,0
30-03-2020,Mizoram,1,0,0,0,0,0
30-03-2020,Odisha,3,0,0,0,0,0
30-03-2020,Puducherry,1,0,0,0,0,0
30-03-2020,Punjab,38,1,1,0,0,0
30-03-2020,Rajasthan,57,0,3,3,0,0
30-03-2020,Tamil Nadu,50,1,4,8,0,2
30-03-2020,Telengana,69,1,1,3,0,0
30-03-2020,Uttar Pradesh,75,0,11,20,0,0
30-03-2020,Uttarakhand,7,0,2,1,0,1
30-03-2020,West Bengal,19,1,0,1,0,0
31-03-2020,Andaman and Nicobar Islands,10,0,0,1,0,0
31-03-2020,Andhra Pradesh,40,0,1,21,0,0
31-03-2020,Bihar,15,1,0,4,0,0
31-03-2020,Chandigarh,13,0,0,5,0,0
31-03-2020,Chhattisgarh,8,0,0,1,0,0
31-03-2020,Delhi,97,2,6,44,0,0
31-03-2020,Goa,5,0,0,0,0,0
31-03-2020,Gujarat,73,6,3,15,0,2
31-03-2020,Haryana,40,0,21,7,0,4
31-03-2020,Himachal Pradesh,3,1,0,0,0,0
31-03-2020,Jammu and Kashmir,54,2,2,23,0,1
31-03-2020,Karnataka,83,3,5,3,0,0
31-03-2020,Kerala,234,1,19,40,0,0
31-03-2020,Ladakh,13,0,3,0,0,0
31-03-2020,Madhya Pradesh,47,3,0,14,0,0
31-03-2020,Maharashtra,216,9,39,23,0,14
31-03-2020,Manipur,1,0,0,0,0,0
31-03-2020,Mizoram,1,0,0,0,0,0
31-03-2020,Odisha,3,0,0,0,0,0
31-03-2020,Puducherry,1,0,0,0,0,0
31-03-2020,Punjab,41,3,1,3,0,0
31-03-2020,Rajasthan,74,0,3,17,0,0
31-03-2020,Tamil Nadu,74,1,4,24,0,0
31-03-2020,Telengana,79,1,1,10,0,0
31-03-2020,Uttar Pradesh,101,0,14,26,0,3
31-03-2020,Uttarakhand,7,0,2,0,0,0
31-03-2020,West Bengal,26,2,0,7,0,0
01-04-2020,Andaman and Nicobar Islands,10,0,1,0,0,1
01-04-2020,Andhra Pradesh,83,0,0,43,0,-1
01-04-2020,Assam,1,0,0,0,0,0
01-04-2020,Bihar,23,1,0,8,0,0
01-04-2020,Chandigarh,16,0,0,3,0,0
01-04-2020,Chhattisgarh,9,0,2,1,0,2
01-04-2020,Delhi,152,2,6,55,0,0
